Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,Isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study
SRR11825917,AMPLICON,596,32141088,PRJNA633959,SAMN14978585,Metagenome or environmental,17628997,ZHEJIANG UNIVERSITY,2019-10-01,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX8376509,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD34.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825918,AMPLICON,599,43193291,PRJNA633959,SAMN14978585,Metagenome or environmental,23484352,ZHEJIANG UNIVERSITY,2019-10-01,public,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX8376508,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD33.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825919,AMPLICON,590,35307370,PRJNA633959,SAMN14978585,Metagenome or environmental,19306877,ZHEJIANG UNIVERSITY,2019-10-01,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX8376507,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD32.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825920,AMPLICON,594,36808992,PRJNA633959,SAMN14978585,Metagenome or environmental,20975117,ZHEJIANG UNIVERSITY,2019-10-01,public,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8376506,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD31.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825921,AMPLICON,596,31588596,PRJNA633959,SAMN14978585,Metagenome or environmental,17724093,ZHEJIANG UNIVERSITY,2019-10-01,public,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX8376505,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD30.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825922,AMPLICON,599,45211322,PRJNA633959,SAMN14978585,Metagenome or environmental,25318782,ZHEJIANG UNIVERSITY,2019-10-01,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX8376504,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD29.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825923,AMPLICON,590,23316210,PRJNA633959,SAMN14978585,Metagenome or environmental,13756715,ZHEJIANG UNIVERSITY,2019-10-01,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX8376503,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD27.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825924,AMPLICON,594,22797720,PRJNA633959,SAMN14978585,Metagenome or environmental,13331435,ZHEJIANG UNIVERSITY,2019-10-01,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX8376502,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD26.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825925,AMPLICON,596,16724356,PRJNA633959,SAMN14978585,Metagenome or environmental,9751069,ZHEJIANG UNIVERSITY,2019-10-01,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX8376501,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD25.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825926,AMPLICON,590,24987090,PRJNA633959,SAMN14978585,Metagenome or environmental,14186562,ZHEJIANG UNIVERSITY,2019-10-01,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX8376500,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD05.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825927,AMPLICON,599,22393016,PRJNA633959,SAMN14978585,Metagenome or environmental,12826374,ZHEJIANG UNIVERSITY,2019-10-01,public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX8376499,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD24.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825928,AMPLICON,590,22340940,PRJNA633959,SAMN14978585,Metagenome or environmental,12257695,ZHEJIANG UNIVERSITY,2019-10-01,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX8376498,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD23.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825929,AMPLICON,599,29446840,PRJNA633959,SAMN14978585,Metagenome or environmental,16484565,ZHEJIANG UNIVERSITY,2019-10-01,public,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX8376497,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,C88.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825930,AMPLICON,594,21717234,PRJNA633959,SAMN14978585,Metagenome or environmental,12664885,ZHEJIANG UNIVERSITY,2019-10-01,public,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX8376496,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD22.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825931,AMPLICON,590,27944760,PRJNA633959,SAMN14978585,Metagenome or environmental,15365419,ZHEJIANG UNIVERSITY,2019-10-01,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX8376495,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,C87.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825932,AMPLICON,594,27552096,PRJNA633959,SAMN14978585,Metagenome or environmental,15957834,ZHEJIANG UNIVERSITY,2019-10-01,public,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX8376494,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,C86.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825933,AMPLICON,596,20843908,PRJNA633959,SAMN14978585,Metagenome or environmental,11731204,ZHEJIANG UNIVERSITY,2019-10-01,public,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX8376493,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,C85.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825934,AMPLICON,599,26850175,PRJNA633959,SAMN14978585,Metagenome or environmental,14814829,ZHEJIANG UNIVERSITY,2019-10-01,public,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX8376492,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,C84.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825935,AMPLICON,590,23427720,PRJNA633959,SAMN14978585,Metagenome or environmental,13200372,ZHEJIANG UNIVERSITY,2019-10-01,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX8376491,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,C83.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825936,AMPLICON,594,26466264,PRJNA633959,SAMN14978585,Metagenome or environmental,15240755,ZHEJIANG UNIVERSITY,2019-10-01,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX8376490,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,C82.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825937,AMPLICON,596,24689300,PRJNA633959,SAMN14978585,Metagenome or environmental,13838716,ZHEJIANG UNIVERSITY,2019-10-01,public,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8376489,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,C81.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825938,AMPLICON,599,29199453,PRJNA633959,SAMN14978585,Metagenome or environmental,16079424,ZHEJIANG UNIVERSITY,2019-10-01,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8376488,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,C80.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825939,AMPLICON,590,26620210,PRJNA633959,SAMN14978585,Metagenome or environmental,15040166,ZHEJIANG UNIVERSITY,2019-10-01,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX8376487,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,C79.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825940,AMPLICON,594,24276186,PRJNA633959,SAMN14978585,Metagenome or environmental,13593703,ZHEJIANG UNIVERSITY,2019-10-01,public,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX8376486,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,C78.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825941,AMPLICON,596,19036240,PRJNA633959,SAMN14978585,Metagenome or environmental,10894510,ZHEJIANG UNIVERSITY,2019-10-01,public,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX8376485,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD21.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825942,AMPLICON,596,25692368,PRJNA633959,SAMN14978585,Metagenome or environmental,14428290,ZHEJIANG UNIVERSITY,2019-10-01,public,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX8376484,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,C77.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825943,AMPLICON,599,34078907,PRJNA633959,SAMN14978585,Metagenome or environmental,18455999,ZHEJIANG UNIVERSITY,2019-10-01,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX8376483,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,C76.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825944,AMPLICON,590,29605610,PRJNA633959,SAMN14978585,Metagenome or environmental,16064287,ZHEJIANG UNIVERSITY,2019-10-01,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX8376482,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,C75.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825945,AMPLICON,594,26854740,PRJNA633959,SAMN14978585,Metagenome or environmental,15068248,ZHEJIANG UNIVERSITY,2019-10-01,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX8376481,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,C74.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825946,AMPLICON,596,24689300,PRJNA633959,SAMN14978585,Metagenome or environmental,13863430,ZHEJIANG UNIVERSITY,2019-10-01,public,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX8376480,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,C73.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825947,AMPLICON,599,34758173,PRJNA633959,SAMN14978585,Metagenome or environmental,19458835,ZHEJIANG UNIVERSITY,2019-10-01,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX8376479,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,C72.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825948,AMPLICON,590,31799230,PRJNA633959,SAMN14978585,Metagenome or environmental,17567404,ZHEJIANG UNIVERSITY,2019-10-01,public,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX8376478,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,C71.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825949,AMPLICON,594,28523286,PRJNA633959,SAMN14978585,Metagenome or environmental,15624070,ZHEJIANG UNIVERSITY,2019-10-01,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX8376477,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,C64.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825950,AMPLICON,596,29686760,PRJNA633959,SAMN14978585,Metagenome or environmental,16265173,ZHEJIANG UNIVERSITY,2019-10-01,public,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX8376476,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,C63.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825951,AMPLICON,599,41830566,PRJNA633959,SAMN14978585,Metagenome or environmental,23839705,ZHEJIANG UNIVERSITY,2019-10-01,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX8376475,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,C62.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825952,AMPLICON,599,22890785,PRJNA633959,SAMN14978585,Metagenome or environmental,13291464,ZHEJIANG UNIVERSITY,2019-10-01,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX8376474,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD20.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825953,AMPLICON,590,33735610,PRJNA633959,SAMN14978585,Metagenome or environmental,18372356,ZHEJIANG UNIVERSITY,2019-10-01,public,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX8376473,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,C61.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825954,AMPLICON,594,27046602,PRJNA633959,SAMN14978585,Metagenome or environmental,15096228,ZHEJIANG UNIVERSITY,2019-10-01,public,"fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX8376472,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,C60.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825955,AMPLICON,596,25889644,PRJNA633959,SAMN14978585,Metagenome or environmental,14583001,ZHEJIANG UNIVERSITY,2019-10-01,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX8376471,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,C59.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825956,AMPLICON,599,42916553,PRJNA633959,SAMN14978585,Metagenome or environmental,23550337,ZHEJIANG UNIVERSITY,2019-10-01,public,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX8376470,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,C58.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825957,AMPLICON,590,32869490,PRJNA633959,SAMN14978585,Metagenome or environmental,17789006,ZHEJIANG UNIVERSITY,2019-10-01,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX8376469,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,C57.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825958,AMPLICON,594,32819688,PRJNA633959,SAMN14978585,Metagenome or environmental,18171610,ZHEJIANG UNIVERSITY,2019-10-01,public,"fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX8376468,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,C55.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825959,AMPLICON,596,33663272,PRJNA633959,SAMN14978585,Metagenome or environmental,18552422,ZHEJIANG UNIVERSITY,2019-10-01,public,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX8376467,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,C54.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825960,AMPLICON,599,38660658,PRJNA633959,SAMN14978585,Metagenome or environmental,21592564,ZHEJIANG UNIVERSITY,2019-10-01,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX8376466,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,C52.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825961,AMPLICON,590,29761370,PRJNA633959,SAMN14978585,Metagenome or environmental,16318970,ZHEJIANG UNIVERSITY,2019-10-01,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX8376465,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,C51.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825962,AMPLICON,594,26078976,PRJNA633959,SAMN14978585,Metagenome or environmental,14404715,ZHEJIANG UNIVERSITY,2019-10-01,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX8376464,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,C50.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825963,AMPLICON,590,25914570,PRJNA633959,SAMN14978585,Metagenome or environmental,14591900,ZHEJIANG UNIVERSITY,2019-10-01,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX8376463,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD19.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825964,AMPLICON,596,25678064,PRJNA633959,SAMN14978585,Metagenome or environmental,14493483,ZHEJIANG UNIVERSITY,2019-10-01,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX8376462,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,C49.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825965,AMPLICON,599,34339472,PRJNA633959,SAMN14978585,Metagenome or environmental,19034222,ZHEJIANG UNIVERSITY,2019-10-01,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX8376461,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,C46.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825966,AMPLICON,590,31766190,PRJNA633959,SAMN14978585,Metagenome or environmental,17335049,ZHEJIANG UNIVERSITY,2019-10-01,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX8376460,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,C44.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825967,AMPLICON,594,26245890,PRJNA633959,SAMN14978585,Metagenome or environmental,14610053,ZHEJIANG UNIVERSITY,2019-10-01,public,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX8376459,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,C43.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825968,AMPLICON,596,26822980,PRJNA633959,SAMN14978585,Metagenome or environmental,14882942,ZHEJIANG UNIVERSITY,2019-10-01,public,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX8376458,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,C42.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825969,AMPLICON,599,36277836,PRJNA633959,SAMN14978585,Metagenome or environmental,20208991,ZHEJIANG UNIVERSITY,2019-10-01,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX8376570,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,C40.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825970,AMPLICON,599,30076389,PRJNA633959,SAMN14978585,Metagenome or environmental,16564747,ZHEJIANG UNIVERSITY,2019-10-01,public,"sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX8376456,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD103.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825971,AMPLICON,590,31192120,PRJNA633959,SAMN14978585,Metagenome or environmental,17298001,ZHEJIANG UNIVERSITY,2019-10-01,public,"fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX8376455,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD102.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825972,AMPLICON,594,28953936,PRJNA633959,SAMN14978585,Metagenome or environmental,16015962,ZHEJIANG UNIVERSITY,2019-10-01,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX8376454,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD101.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825973,AMPLICON,596,30728568,PRJNA633959,SAMN14978585,Metagenome or environmental,17590193,ZHEJIANG UNIVERSITY,2019-10-01,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX8376453,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD100.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825974,AMPLICON,599,39636429,PRJNA633959,SAMN14978585,Metagenome or environmental,22615528,ZHEJIANG UNIVERSITY,2019-10-01,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX8376452,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD99.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825975,AMPLICON,590,34479600,PRJNA633959,SAMN14978585,Metagenome or environmental,19265279,ZHEJIANG UNIVERSITY,2019-10-01,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX8376451,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD98.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825976,AMPLICON,594,31026996,PRJNA633959,SAMN14978585,Metagenome or environmental,17374511,ZHEJIANG UNIVERSITY,2019-10-01,public,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX8376450,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD97.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825977,AMPLICON,596,29834568,PRJNA633959,SAMN14978585,Metagenome or environmental,16710584,ZHEJIANG UNIVERSITY,2019-10-01,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX8376449,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD96.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
