"OTUID"	"Taxonomy"	"SUM_Abundance"
"70fc31ea420a5e436f9d854a0f6337ff"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_UCG_014;f__Clostridia_UCG_014;g__Clostridia_UCG_014"	84
"17bc8dc70416380ec8059216045f717b"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG_005"	48
"1bb3bd631dada839f93de85d501aeadd"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia"	212
"7cb62ec7a2634d7990e282a5f023a60e"	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_massiliensis"	78
"7a6f16fc2adbcca8a83711e0ea0b28d1"	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_johnsonii"	28
"7f3060d68acadec323dfc5736c66b9dc"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium"	2042
"09d98f924cd0269bae7c230c693c2e66"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae"	178
"e9398bc0ad9626bc4742c93fd0363bac"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_bicirculans"	3117
"ddd0cac092b391684d9647b14e3a3f34"	"d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae"	47
"070175299e62656222c1900a4edcc5ee"	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_cellulosilyticus"	1345
"16d4ea99379a4e5ebf3f820357a9ec12"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g___Ruminococcus__gauvreauii_group"	780
"494e65560668c776b1b9e745b349c50d"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG_002"	7509
"dd9fbbd35ec97fc7f95543d7cd9d4bfd"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae"	316
"f52af6e4331bd2b0eb51313fdd57600b"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g___Eubacterium__eligens_group"	2542
"045f365fcd436456af7d86bfa195361a"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG_005"	210
"77c40f52ef7968ba8fa93eb2000a051a"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__UCG_010;g__UCG_010"	442
"b19741e92bb3f8ca40d490c8e816431e"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium"	265
"1ded311c68e0f35b63abe48a550a1798"	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides"	33
"3434cbc22868383d30867dba6d443fc8"	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_salivarius"	152
"8f6e2a91e20994c00566a5ff2b49506e"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia"	46134
"b18dc0f931db19c654def5c41893569f"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__Christensenellaceae"	29
"8f5861dd05ff347032a565cd7ad31870"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales_Tissierellales;f__Peptostreptococcales_Tissierellales;g__Fenollaria"	738
"37020b47521b3745084f867b8c1f7bc3"	"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium"	3607
"c885f1f3a60b02ed90fc1f454ad3abc6"	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides"	649
"c19bbdd3060b5ca44131faa60c9f3719"	"d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Enterorhabdus"	495
"bc72ada872f6bb0dcc5f1f9f71b47e87"	"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Nesterenkonia;s__Nesterenkonia_sp."	122
"3b7f52e479c941be5ee113d6dff93b34"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter"	867
"4ad63c105d36e09846762d0b5bdfcbd3"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG_352"	209
"af3909edeceab197f554e240fe97af83"	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_inops"	214
"f6bea811a0e624f01bbe51db2846dd48"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter"	2996
"86878104d225141d3c776ef17529ca4b"	"d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales_Selenomonadales;f__Veillonellaceae;g__Megasphaera;s__Megasphaera_micronuciformis"	160
"32455248f323ccf1db4ce7b77e3ce901"	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Solobacterium"	252
"a8eb3e86e896febff5f3e223f84ba94b"	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_goldsteinii"	1210
"d2ab242cae64d63cc199c5fe15bd3ba9"	"d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Atopobium"	161
"ba968750389f02d4d38a04a5bbc736cc"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__Monoglobus"	2230
"e6638b556dc68201ec67d661bcc44cf7"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae"	667
"b423e1d995ccfa093e48721a3046909c"	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides"	30
"b16c17d0d223b2b703fc8c25e569b1ed"	"d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio_fairfieldensis"	920
"24a66933071df981d0ab59c3933c7dd9"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae"	99
"3d49d6d68e6ee5fce8dd0a8d4fc77987"	"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_breve"	31005
"885a1689d41a7253eb62cb6e0ab97aea"	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides"	306
"088877ad68faabfbab81c359b99b4644"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae"	216
"51d884cb2660dd8b33068678bad40357"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae"	3529
"3e2d34095e06940a726572ff4d3b03c4"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia"	282
"9e4976b3f22f2889ea2348b491c0feb0"	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus"	53
"e5225d9ad60cd54861511a228f4809fd"	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides"	1004
"e4998c8da98afcebc05d9ef591405b33"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor"	471
"e412a7bdbe75c4cbe282f912ab058e1b"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium;s___Clostridium__scindens"	4401
"cb5f8081c5accbca911af961e4bc2401"	"d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium"	256
"30c0f126a7993b0ab908089f49c524bd"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerofilum"	35
"5c2471c42e6b5b07f45f69d08b145d0b"	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_copri"	622
"f8336a81a307d0cde0546bfb7430fb60"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae"	868
"e8088d02defc44d1824d55736d9d07bc"	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides"	282
"25af29e1b2d121f8aae468d270d75518"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia"	5347
"d6f2aeb499c2cbf8df150770c341f37c"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter"	1588
"07213875138b21010932fae7e9f249e9"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae"	718
"d16a4faef202f2f76497bdd5a6f454b7"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales"	842
"7805508b1a77ecfae0400c2ba3d574fb"	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_massiliensis"	52
"cc62c743230609231efc780abfe52354"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Howardella;s__Catonella_sp."	23
"b80e17f078c884ecbef1ca2c1096270d"	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides"	266
"7273e6e8aa6719554d6b5933b1ee6f56"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_FCS020_group"	127
"66e885491213d6ee672f3920ceda7184"	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides"	98
"9e7125a102db8951720ec539b4e78113"	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus"	949
"4aa4221f072ef60f79e7921e799750c0"	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella"	1264
"26639d9f66c6c2106996b1c162605ff8"	"d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter"	15107
"f1681bcc5274382eaf70ad85491c837e"	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_stercoris"	3613
"75fa8724226c4b0c32ddc3b2ffc64cc5"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales_Tissierellales;f__Peptostreptococcaceae;g__Romboutsia"	495
"b1d7b844cd800f14af2f99f2e9ae9da3"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae"	1488
"c533a557f90737bbc8bccbbc981a8c63"	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus"	548
"a00b4fdac316fe32b233507d015a5712"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG_56"	3970
"6f264405ae9f5fe90320f91a615cfcc3"	"d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella;s__Olsenella_sp."	355
"4a768bffab3b509bbc069389dc7ff889"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia_Shigella"	2400
"e47b7c57183d489a185e684d3dc8f4e6"	"d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium"	51
"3a2e84529949060743db3e340cfee803"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae"	363
"7c76f7c679220cf37848789b663c0a02"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_UCG_010"	42
"0ae2ea78213ca741ded6f9b30042d4b1"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes"	1515
"4f334be4123a36681c1ab5f8a0ab86d1"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae"	3115
"b6668619b50d2a202adb6468ebe973ba"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g___Ruminococcus__torques_group"	302
"f9da05408ca7c4c29565cbc7f11fa2fb"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f___Eubacterium__coprostanoligenes_group;g___Eubacterium__coprostanoligenes_group"	73
"5efe9c4123ddb4fd8e8b4da7886b0a2f"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia"	41
"7f549de702480b3a876ec05d60cebeaa"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia_Shigella"	784
"5c7cd4afe047a1fa454b6a815a951c2f"	"d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales_Selenomonadales;f__Veillonellaceae;g__Veillonella"	407
"7931ef4ba7852a196ef9674b8fc64631"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae"	4041
"943b6182fabfe1d061b8b5a78dd03ba2"	"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Schaalia_odontolytica"	200
"b311cb65ad9dfb4d95c410d2a00c1911"	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides"	367
"255bdb0ab71b3d3dfab41f98bb26df06"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus"	162
"0d06a450c03532b357a578d3466b2eed"	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella"	172
"04c7fe0775df3a19d347f94f78843fb7"	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides"	500
"043a6e06079896894dedcf5903fa7daa"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_bicirculans"	1652
"cd7c30498ca6e64224a91e3436ddd087"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__Catabacter;s__Catabacter_hongkongensis"	278
"87ea4f0d927d38b3da0ca946a0d684ce"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales"	72
"a2384fb19ec710984135aecd427794a5"	"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Alloscardovia;s__Alloscardovia_omnicolens"	119
"bd6383169ddd32592a82ccdb7511c186"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae"	17900
"c2325a31d284b4a3daa18682d1168d9b"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__Clostridiaceae_bacterium"	596
"6b6d13f1332283e053c18c3b7774b85c"	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella"	5939
"93d8141b39a83cf50f58a8116f37015d"	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides"	513
"507a0f1ab69dd17964cf852b396c8f91"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales_Tissierellales;f__Anaerovoracaceae;g__Family_XIII_AD3011_group"	177
"d6e34436e87c5d84c6ccbc6640ca25ea"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f___Eubacterium__coprostanoligenes_group;g___Eubacterium__coprostanoligenes_group"	109
"33c2f357f6d34ce04bc1ad9225da72b1"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG_005"	36
"6874aee2fe020d281d2660ff4c6de652"	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella"	230
"307b5e0daacd3881e17c17ee80692684"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__Christensenellaceae_R_7_group"	78
"f047aa1950d5df8c5f644fc3e0816c7a"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas;s__Intestinimonas_butyriciproducens"	305
"c96cf2618b5bae7bc0014b73816f4454"	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Turicibacter"	510
"436b3dc74ed0493e10e20b63ac8602af"	"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Schaalia_odontolytica"	90
"0fe68e214920b4453dd8f1eff9705fd0"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__Christensenellaceae_R_7_group"	87
"ae8b236e437e2c1c1039d3f877bd2590"	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides"	180
"5cc4c52a709ba7b5eb2c5b9f6c6e1f15"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae"	2365
"c8dc9b3d3fe7d5d30227f040164be382"	"d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella"	3821
"f674778ad4f6d705a269ff2985b23f5e"	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella"	238
"105344b0b04df4d06036c8c91f439255"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia"	196
"7ca959617f005bbbf7af1d3575ba4485"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_UCG_010"	74
"38b7580c13cf081c9f279006c2dc70b9"	"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_longum"	165782
"3a8b557892ce17385148734d97fc6745"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_UCG_014;f__Clostridia_UCG_014;g__Clostridia_UCG_014"	1094
"6e7317c14238561fe5865674e3a3206d"	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus"	3420
"87560ef579dddf62fe90428a8883861b"	"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_dentium"	328
"1ef24a460c9407f352a964d2a211914e"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia_Shigella"	1393
"b7d5d6b5e962c6da0d39aaa50efbe93f"	"d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella;s__Olsenella_uli"	134
"4ec189ed638989a4944b01ddff111968"	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Dielma;s__Dielma_fastidiosa"	32
"c33d6f34729b4388992daba22ff22edc"	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus"	724
"dfc82561fb6ae5e03d37d5250f700a6b"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella"	56
"5287d8ae64d1e964b0bb7c203d98e154"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae"	1090
"03985d8cedc2a12fbf686965e17437b6"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus"	55
"c6fdf631c16099e62a83c66db8a7a6f1"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Subdoligranulum"	173081
"582fae36f33acd1efdcaf7cacf00ef0a"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g___Eubacterium__ventriosum_group"	1655
"3efbc4ad0134e63d59a6feea192d971b"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG_352"	529
"cda3fd94118420512c86886cd25b8432"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae"	81
"1daa491ca680e004b416382c3684252c"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium"	1584
"f4fe0e47974a9b84979bff3ece1fd127"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__Christensenellaceae_R_7_group"	78
"2e9241dd5ee1faef2bdd91724620b70f"	"d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales_Selenomonadales;f__Selenomonadaceae;g__Mitsuokella"	503
"e322286588d2effda49041d07069629b"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Tyzzerella"	1235
"63ea5663c70acdd1afa5139d271a9703"	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_stercorea"	196
"9db82b21d1c5175ea24add33bbd06786"	"d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Slackia"	236
"a82bde64cdb916106ef6cbaa710f7afc"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__Christensenellaceae_R_7_group"	70
"7c904af59c213b82d06819fcb34ac52b"	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides"	271
"858239ae0480d03a1c4022da23ebc160"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae"	366
"a39e5a5df530cdeb7fbc7f48ffc9d076"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae"	357
"c2bfe8e6afe69b40148e988044a329dc"	"d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter"	700
"84d3c8ea7826ba9d7a1f06741efc5fc7"	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides"	335
"27460ebd5ca1194ad683c271dadf51b2"	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_stercoris"	205
"2afd81e05992550f91838c57bdeb8158"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae"	539
"93b58b0ba0d326e9c8d1a81f8672c16a"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g___Ruminococcus__torques_group"	13823
"9ee06c215230cf8ff30e79f42875f878"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales_Tissierellales;f__Peptostreptococcales_Tissierellales;g__Murdochiella;s__Murdochiella_asaccharolytica"	291
"bb4cb74a1c44bbe7d5b215abf892a7ab"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Colidextribacter"	152
"b599369e76a73675adaa6a8770a912f7"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f___Eubacterium__coprostanoligenes_group;g___Eubacterium__coprostanoligenes_group"	362
"7b64ebaf4ce0974210877b3efd3f2406"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Howardella"	818
"e1ca7fe4f8ddef6f0bcc8e71354e175b"	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides"	632
"73cf1c5fbb58063b36fb8de8c8507fb4"	"d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella"	149
"0491750a8eddf7dfad9d80798dad589d"	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides"	1067
"b0553a7cf3e72573824b0dacf2747ae5"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales_Tissierellales;f__Anaerovoracaceae;g__Family_XIII_AD3011_group"	550
"c4ead92fb23a6181285ef6ec89e2e80c"	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus"	119
"0217e86f67821ef0c58de8bfcd2e6ec6"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__Christensenellaceae"	42
"2aaf7f8006f09cfa6e271544d7796397"	"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Schaalia_odontolytica"	1070
"bfe9726fb5629f9e96b2160176fbeb52"	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides"	292
"87f1a65167b538864cfbd1d37900e043"	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalicoccus;s__Faecalicoccus_pleomorphus"	34
"5e044f34a0a5ffd168ee1f5855fb99ad"	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella"	160
